,text,anger,disgust,fear,joy,sadness,surprise
470,እግዚአብሔር ቸሩ አምላክ ለሀገራችን ሰላም ይስጥልን አሁን ኮ ኢትዮጵያ ውስጥ ያለው የእርስ በእርስ ጦርነት የኦርቶዶክሳዊያን ሞት በኀጢአታችን ምክንያት የመጣብን ነው ንስሐ ገብተን እንጻእንጸልይእናልቅስ,0,0,0,0,1,0
478,በጣም አሳዛኝ ታሪክ ነው ። ጋዜጠኛዋ በመጀመሪያ ህክምና እንድትከታል ማመቻቸት ይጠበቅሻል።,0,0,0,0,1,0
481,ውሃ ለጠየቁ ሰላማዊ ዜጎች የተሰጠ ምላሽ በጠላት ሀገር ተወረን ጦርነት የገጠሙ ይመስል መንግስት ያስታጠቃቸው ሃይሎች ሰላማዊ ህዝብ እያሸበሩ ነው ወልቂጤ,1,0,0,0,1,0
491,አብ የሚገርም ስራ ነው የምሰሩት የኔሱ አጥያት ኢትዮጵያን አገላቱ,0,0,0,0,1,1
492,አየር ሀየል አገር ማሸበር ነው የያዘው የኤርትራ ጦር እና የሱዳን ጦር የአገሪቷ ለአላዊ ነት ደፍሮው እያሉ ያሳዝናል,0,0,0,0,1,0
493,ምነው አህመድ ቴሌግራም ላይ ያለውን ባትለቀው እኛ እደነሱ ጨካኝ ልብ የለን እደት እደደነገጥኩኝ,0,0,1,0,1,0
505,እግዚኦ መኃረነ ክርስቶስ ምን አይነት ጭካኔ ነው በመድኃኒዓለም 😭😭😭,0,0,0,0,1,0
507,ነይ የዘመድኩን መንጋዎች ስታሳዝኑኮ ዘላለማችሁን በጭንቀት እና በስጋት ምትኖሩ ሰዎች አይዟችሁ,0,0,0,0,1,0
510,የሜቆዶንያ መስራች ቅዱስ ዶር ቢኒያም እግዚአብሔር ጨርሶ ጤናህን ይመልስልህ እንዳታ ያሉትን ፈጣሪ ያብዛልን,0,0,0,0,1,0
512,በርከቶ ትድርሠን አባታችን የምህረት አባት በቸርነቱ ይጎብኙዎት ጤናዎን ይስጥወት ለሕፃናቱም ፍጥርቱን የማይረሳ አምላካችን በምህረቱ በፍቅሩ ይጎብኛቸው,0,0,0,0,1,0
513,እጅግ አስደንጋጭ ነው ። ያልተጠበቀ ነው ። በህመም ነው ? ነፍስ ይማር ።,0,0,0,0,1,1
516,በዚህ ዘመን በእግሩ ያለጫማ የሚሄድ ህብረተሰብ በጠራራራ ፀሃይ ጋቢ ሚለብስ ደሃ ገበሬ በሞላበት ሃገር ቤተመንግስት መገንባት ያሳዝናል ራበን እያሉ ወገኔ ባላወቀው ጦርነት ተሳትፎ ለረሃብ አበቁት,0,0,0,0,1,0
528,በድርድር ካልሆነ በቀር ነገ ጥለነው ለምንሔደው መሬት መንግስት ለራሱ ሲል የንፁሀንንን ደም ባያፈሱ መልካም ነው ጦርነት መቼም በጦርነት ተሸንፎ አያውቅምና አይይይ,1,0,0,0,1,0
529,ድል ለማን ልበል ሰላም ላለም ሁሉ አውርድልን የእስራኤልንም ንፁሀንንን እባ ስናይ የፍልስጤምንም እባ ስናይ ያማል ፈጣሪ አለምን ሁሉ ሰላም አርግልን ማስተዋልን ስጠን,0,0,0,0,1,0
530,ይድረስ ለመላ የ ሃገሬ ሰወች ለሁሉም እንዲደርስ ሸር በማረግ ይተባበሩን ከሁሉም አስቀድሜ ፈጣሩን እሄርን አመሰግናለሁ ይሄ በምስል የምታየው ወንድማቹ አንጎሶም ፍትዊ እባላለሁ እንየ ወንድማቹ 2010 ዓም ጀምሬ የአንጀት ቲቪ ተብሎ ሆደን ኦፕረሽን ተደርጌ ከባድ ስቃይ በ 2 ዓመት ውስጥ 4 ከባድ ቀዶ ጥገና እና 3 ቀላል ጥገና በመቀሌ ኣይደር ሆስቢታል አርጌ ተሽሎን ለ 6 ወር የ ትቪ መድሃንት ተሰጥቶን 2012 ዓም መድሃንቱን ጨርሼ በደንብ,0,0,0,0,1,0
532,? ሀይ ክብርሽ ግራ ተጋብተን አለቅን እኮ። Seriously literally ወያኔ ከዚህ የከፋ ምን አደረገች (ከጦርነቱ በስተቀር)? እንዳውም,1,0,0,0,1,0
535,ታዋቂው የቴሌቪዥን ፕሮግራም አቅራቢ አስፋው መሸሻ ከዚህ ዓለም በሞት ተለየ,0,0,0,0,1,0
538,ሁሉንም ትተህ እንደ ሰው ግን ፖለቲካም ምንም ሳያሳስብህ የሰዎች መንገላታት ያማል የምር። ይቺም ምን ሆና ለ2 ተከፈለች? ቤቱ ሳይፈርስም እየኖሩ አልነበረም,0,0,0,0,1,0
545,አሁን በትክክክል ትዛዝ ተቀባይነትዎን ይፋ አደረጉ በንፁሃን ደም እና ንብረት ውድመት የነጮች አላማ አስፈፃሚ መሆን እጅግ ያማል ይበልጥ የሚያስፈራው በቀጣይም የተደገሰው አሻጥራዊ የሞት ድግስ ነው ምን ያህል ሀዝብ መጨረስ ይሆን እቅዱ ፈጣሪ ይሁነን,0,1,1,0,1,0
547,እጅግ ደስ ይላል ይሄ ሁሉ መከራ ሰፊ ሀገር ሳለን በመጥበባችን እና የኔና ያንተ የሚለው የጽንፈኞች ሀጢያት ነው,1,0,0,1,1,0
549,ኧረ ወዳ የማያልቅ ኢራን ኢራን ጉራ ብቻ ይልቁንስ ያልተጠበቀዉ የመን በወኔ ተቀላቀለ አሏህ ያግዛቸዉ ድል ለአማኞች ለተገፉት ሞት ሽንፈት ለአረመኔዋ ለጨካኟ ህፃን ገዳዮች የአሏህ ቁጣ ይዉረድባቸዉ,1,1,0,0,1,0
551,ይህ የምንመለከተው የልዩሀይላችን ወከባዕንክልት ያሳዝናል አይገባቸውም፡፡,0,0,0,0,1,0
552,አልቅሰሽ ቢወጣልሽ ይሻልሻል እንዲህ ከምትሰቃይ።,0,0,0,0,1,0
556,ክብር ለመከላከያ ሰራዊት ነብሱን ሰውቶ ሀገርን ለሚያፀናው በዘራፊው ፋኖ የክልላችን ገበሬ እየተንገላታብን ነው,1,1,0,0,1,0
560,በያለንበት ለምግብ በተቀመጥን ጊዜ እያንዳንዱ ጉርሻ የሆነን ሰው ዕድሜ ሊያራዝም ይችል እንደነበረ እናስብ ጠጥተን የምንታጠብበትን ውኃ አጥቶ በዚህች ቅጽበት የሚያሸልብ ወገናችንን አንርሳ! ቦረናኢትዮጵያ,0,0,0,0,1,0
561,በዚህ ሁሉ መከራ እያለፈች አመስጋኝ መሆኗ የኔ ጠንካራ መጨረሻሽን ያሳምረዉ,0,0,0,1,1,0
567,በአማራ ሕዝብ ላይ የተፈፀመው ፥ እየተፈፀመም ያለው ግፍ በሌላ ብሔር ላይ ብሆን እስካሁን 30 አኖሌ ሐውልት በየከተማው ይቆም ነበር ።,1,0,0,0,1,0
572,በውሸት የጋታችኋቸውየዘር አተላ ምንም የማያውቁ ህፃናት ባልገባቸዉ ትክክክል ባልሆነ ጦርነት አስበላችኋቸው በእውነት ልብ ይሰብራል እግዚአብሔር ለቤተሰብ ሁሉ መፅናናናትን ይስጥ በእርግጥ በትዕቢት እና በራስ ወዳድነት ላስበሏቸው ለመሪዎች እግዚአብሔር ምህረት ያድርግላቸው አሁንም ለንግግግራችሁም ልጓም ለክፉ ስራችሁ ምህረት ያርግልችሁ የእነሱልጆች ምናቸው ተነካ,1,0,0,0,1,0
576,አረ ውሸታም መንግስት ትናንት ወያኔ የሚጠቀምበት ዘይቤ አሁንምያው ያሳዝናል ይሕች አገር,1,0,0,0,1,0
583,ጥፍረ መጥምጥ፡ “ጥፍሬን ስለማፍርበት እደብቀዋለሁ”,0,0,0,0,1,0
584,ዛሬ በጣም የገረመኝ ደረጀ የሚባል የ ዮቲዩብ ጋዜጠኛ የአቶ ታዬ መታሰር ለኛ በጣም ጥሩ ነዉ ብሎ ሲዘግብ እሱ ከልጆቹ ጋር ሆኖ ልጆቹን አቅፎ እያደረ ልጆቹን ትምህርት ቤት እያደረሰ የታየ መታሰር በጣም ጠቃሚ ነዉ ብሎ ሲዘግብ በአይነ ሐሊናው የታየ ልጆች ይታዪት ይሆን አቤት ሕሊናቢስነት መሆን,1,0,0,0,1,0
587,በጣም ያማል አግዚአብሔር ብርታቱን ይስጥሽ 😭😭😭,0,0,0,0,1,0
589,ሜክሲኮ ውስጥ በማፊያዎች ታግተው ከነበሩት አሜሪካዊያን ሁለቱ ተገደሉ,0,0,0,0,1,0
599,እንኳን የሰው ደም የውሻ ደም የማያስቀርው አምላካችን ይፈርዳል በስካቫተር እላዩ ላይ ያፈረስከው ሰውዬ ይሄ የነሱ ስቃይ በልጅህ በቤተሰብህ ይድረስ የቁም ስቃይ ይልቀቅብህ አምላኬ ሆይ የዚን ንፁህ ደም ፍረድለት,1,1,0,0,1,0
612,አወይ AA ከጽልመት ተስፋ! ለሯጩ ሕዝብ ልብ ሰባሪ መንማይ ተስፋ ጋባዥ አዝማሪ አልሽ ኮተት ድበቃ ከእንግዳ እስከ መቼ ለነገው እዳ? AA እንዴ ስምሽ አበባ መሆን ደስታ ባይ,0,0,0,0,1,0
614,በደቡብ አፍሪካ የሙስና ወንጀሎች መርማሪው ከልጃቸው ጋር ተገደሉ,0,0,0,0,1,0
615,አይዞሽ የኔ እህት ፈጠሪ ይርደሽ,0,0,0,0,1,0
626,እንደዚ ኣርጎ እየዘረፊ ንፁህ ህዝብ እየጨፊጨፊ የውጭሃይል ?የኢትዮጵያ ህዝብ ይሁን ፖለቲከኛ ለምን ይወጣል እንጂ ይውጣ የሚል እስካሁን ኣልስማንም ኣረ ድሩድሩ ይሳተፍ የሚልም ኣለ ያማል !,1,0,0,0,1,0
627,፩ እንኳን የማይሞሉ ፅንፈኞች አገራችንን ከቀውስ ወደ ቀውስ ስያሸጋግሯት እየተመለከትን ከንፈር መምጠጥ ሆነ ።የብልጽግና ፓርቲ ከአገር አቀፍ እስከ ቀበሌዎች ድረስ ከ1 00 00,1,0,0,0,1,0
642,ነፍስህ በሰላም ትረፍ የእኔ አባት  ለዚህችው ነው የእኛ ብዙ መጨነቅ እና ብዙ መሮጥ አንድ ቀን ድንገት እመለሳለሁ ብለን ከቤታችን እንደ ወጣን ላንመለስ እንደምንሄድ እያወቅን እንኳን ሄደን ዘለዓለም ላናልፍ ለምንኖርበት ሳይሆን አንድ ቀን ጥለነው ለምን ሄደው እና ለሚያልፈው ዓለም ብዙ ዋጋ እንከፍላለን ሰው ከንቱ,0,0,0,0,1,0
643,ነብስ ይማር ግን በድንገት ለሞተሰው ህዝብ ለምንድን ነው የሚረዳው የሙት ደም በቃ መካሻ ነው እርዳታ የምትጠይቁ ሰዎች በጣም አሳፋሪዎች ናችሁ,1,0,0,0,1,0
645,ኢትዮጵያ ምድራዊ ሲኦል ሆናለችኢትዮጵያ ጦርነት ችጋርመከራ ጠኔ ክፋት ሁሉ መለያዋ ሆኗል,0,0,0,0,1,0
648,ሀዘኑ ከባድ ነው ግን በየቀኑ በጦርነት ሰበብ የሚያልቀው ህዝብ ያሳዝናል ለማንኛውም ለቤተሰቡ እና አድናቂዎቸ መፅናናት ይሁንላችሁ,0,0,0,0,1,0
651,እኔን አፈር ልብላልሽ የኔ እናት የ እናትም ጨካኝ አለ ለካ አንጀቴን ነው ስፍስፍ ያረግሽኝ እማኮ ውይ አረመኔነት እኔም የሴቶች እናት በመሆኔ በጣም ይሰማኛል የእንደዚዝ ድርጊት,0,0,0,0,1,0
652,አራዳ ሲያረጅ መጋዣ ይሆናል አሉአሁን ስንት የሃገር ጉዳይ እያለ ታላቅ የሃገሪቷ ጋዜጠኛ ያረጀ ወሬ ሲተነትን መስማት ያሳፍራል ጎመን በጤና መሆኑ ነው አይ ኢትዮጵያ  የከዳሽ ይከዳ,1,0,0,0,1,0
658,ወንድማችን አስፋው መሸሻ ሞት በጣም አዛንኩኝነፍስ በአጸደገነት ያኑርልን መልካም አስፋችን በጣም ስበዛው መልካም ደግ ጋዜጠኛችን ትልቅ ሰው አጠን,0,0,0,0,1,0
660,እንዴት ሰዉ የሰለጠነ ሃገር ለዛዉም አሜሪካ እየኖረ የድንቁርና ከበሮ ይደልቃል አንተ የምትቀርፀዉ ዜጋን ማሰብ በጣም ያማል አንተ ሰላም በነበረ ህብረተሰብ ዉስ,1,1,0,0,1,0
662,ወይ ጉድ የእኒህ ሴትዮ ችግር እስካሁን አልተፈታላቸውም እንዴት ያሳዝናል እንደው ግን ነጣቂዋ በሰላም ተኝታ ማደሯ,0,0,0,0,1,0
675,ወይኔ ስታሳዝን #ሰውዬ እንዴት አስቻለው! አዬ ፕራንክ Curse to Prank,0,0,0,0,1,0
676,እነዚህ ሰዎች ወደ ስልጣን ከመጡ ጀምሮ የኢትዮጵያ እናቶች እንቅልፍ ተኝተው አያውቁም የሀገራችን ህዝቦች እርስበርስ እየተበላሉ ነው ። ሞት ምንም እየመሰላቸው አይደለም ።,0,1,0,0,1,0
683,አቡሽ ዘለቀ ዛሬም አለቀሰ እያሉ ነው ? ?,0,0,0,0,1,0
687,መጨረሻ ላይ ዴኒዝና ናሪን መሞታቸውን ሳይ ማየት ደበረኝ ድራማውን,0,0,0,0,1,0
692,ኧረ ያላለህ ልብ ይሰብራል ያማል ፅናቱን አላህ ይስጣቸው,0,0,0,0,1,0
693,ኡፍ ጦርነት ጉዳት እንጂ ጥቅም የለውም አምላኬ ሆይ እባክህ ስለሚስኪኖች ስትል ሰላሙን አውርድልን😭🙏,0,0,0,0,1,0
706,ትኩረት ቢሰጥ ወይም ቢታሰብበት መልካም ነው! ኑሮ ውድነቱን መቋቋም አልቻልንም ።,0,0,0,0,1,0
711,በአማራ ክልል በጥር ወር ብቻ ከ65 በላይ ሰዎች በመንግሥት ኃይሎች መገደላቸውን ኢሰመኮ አስታወቀ,0,0,0,0,1,0
712,ሰላም እንዴት ነህ በአርሲ ዞን ሽርካ ወረዳማንነታቸው ያልታወቁ የታጣቂዎች ጥቃት እስካሁንም ከ50 ሰዉ በላይ ተረሽነዋል,0,0,0,0,1,0
715,ምኑ ነው የሚያሳዝነው እዚህሰ የሚያልቁት አባቶች እናቶችና ህፃናት ሞት ለምን አላሳዘናችሁም,1,0,0,0,1,0
718,ለኢትዮጵያ ወታደሮች ትልቅ አክብሮት አለኝ አሁን ላይ በወገኖቼ ላይ እያደረሱ ያሉትን ብቃወምም የመጡበትን ጀግንነትና ቁርጠኝነት ሳላደንቅ አላልፍም የመተቸት ሞራልም የለኝም ግን ስልጣንን ለማቆየት ተብሎ ንፁሃንን መግደል ይብቃ,0,0,0,1,1,0
719,የቤተሰብ ጭካኔ ይሄን ያህል ጭራሽ እናትና አባት ሰው በፈጣሪ ሀምሳል ተፈጥሮ እንደዚ አይነት የክፋት ጥግ አምላክ ሆይ ታረቀን ዝም አትበለን።,0,0,0,0,1,0
720,በጣም ያማል 😥በሠው ሀገር ያለችው እናት ምን ብለሽ ይሆን የኔ ከርታታታ,0,0,0,0,1,0
721,በጣም ያማል የህፃን አምላክ ይፍረድባት,0,0,0,0,1,0
722,ማን ሰምቶን  መንግስት ከፍተኛ ጥላቻ ነው ያለው በኦርቶዶክስ ላይ ወደ እግዚአብሔር መጮህ ወይ ለመስዋእትነት መዘጋጀት,1,0,0,0,1,0
726,ጦርነት የተፈረደበት የአማራ ክልል ህዝብ በወያኔው ጦርነት ጊዜ የሰራው ኢትዬጵያን የማዳን ጀብድ የቅርብ ጊዜ ትዝታ ሆኖ አሁን በተቃራኒ ይህን ጦርነት ተከፈተበት በጣም ያማል ትልቅ ክህደት።,0,0,0,0,1,0
728,ጣልያን ውስጥ ቱሪስቶችን ያሳፈረ አውቶብስ ከደልድይ ላይ ወድቆ ቢያንስ 21 ሰዎች ሞቱ,0,0,0,0,1,0
730,የተመጣጠነ እርምጃ ምን ማለት ነው ቀድሞ ለኩሶ ከዛ ህፃናት እና ሴቶች መሀል የሚደበቅ አውሬ ብድን ነው ለህፃናቱ ና ለሴቶች ተጠያቂው እራሱ ሀማስ ነው እግዚአብሔር ነብሳቸውን ይማር ለሁለቱ ጦረኞች ግን ቁጣ ይውረድባቸው,1,1,0,0,1,0
735,የጉራጌ ህዝብ ምርጥ ህዝብ ሰርቶ የሚበላ የኢትዩጲያ ሞደሊስት ናቸው ስነስረአታችሁን በጣም ወድጀዋለሁ ጀሪካን ይዞ ሁጠማኝ ያለን ህዝብ በጥይት መመታታችሁ ልቤን ሰብሮታል ኢትዩጲያ በገ,0,0,0,0,1,0
737,መቶ ሃምሳ አመት ኢትዮጵያውያን በላባቸው የሰሩትን ዋና ከተማ ትላንት መጥተህ ስም ቀይሬ የራሴ አደርጋታለሁ እያልክ በድፍረት ለሃጭህን እያዝረከረክ እየተናገርክ የሰዉ ጭንቀት ከየት እንደመጣ አይገባኝም እያልክ ስትበጠረቅ ማየት በጥም ያሳዝናል ደረጄ የተባልከውም ጋዜጠኛ እንደዚህ አይነት ከሙዝ የለሰለሰ ጥያቄዎች ይዘህ መጥተህ ጊዜአችንን በማባከንህ በጣም ነው የምናዝንብህ ይህ ሰው የመጣው አብይ አህመድንና ኦሮሙማን ለማትረፍ እንደሆነ የምናውቅ,1,1,0,0,1,0
749,በፊሊፒንስ አንድ ዲጄ በቀጥታ ሥርጭት ላይ ሳለ ተገደለ,0,0,0,0,1,0
750,ሶማሊያ ውስጥ ቢያንስ ሰባት ኢትዮጵያውያን ማንነታቸው ባልታወቁ ታጣቂዎች ተገደሉ,0,0,0,0,1,0
756,ትናንት ባይደን ያወሳት የአራት አመቷ የአቬጋይል ታሪክ የበለጠ ይዘገንናል ፊት ለፊቷ በሀማስ የታረዱት ወላጆቿ እሷ ግን ታግታ ትናንት ተፈታለች የአቬጋይል ታሪክ ዘግናኝ ነው,0,0,0,0,1,0
761,እውነት ለመናገር እለምን ትተው ወደ እግዜአብሄርን ብቻ ብለውመንነው ክብሩን ጭነው በእግዜአብሄር ቤት እየኖሩ እጎጥ የሚገቡ እና የሚወሸቁ አባቶች እያሉ የፓለቲካውን መድረክ የተቀላቀሉ ሰዎች ዘረኛ ቢሆኑ አይገርምም ግን ያሣዝናል,0,0,0,0,1,0
768,አምላክ ስለ ሰው ፍቅር ከመላእክት እንኳን ሳይቀር ማነሱን፥ እነርሱ እንኳን በባህሪያቸው የሌለባቸውን መራብ እና መጠማት እንዲሁም መታመም ገንዘብ አድርጎ፥ በሁሉ የመላ ሆኖ ሳለ,0,0,0,0,1,0
